,title,description,total_views,last_month_views,num_download,link,categories,domain,update_time,create_time,data_source,uae_publisher,dataset_id,publisher_id,file_type
85,"Campaign Finance - Status of Voluntary for Office of Voluntary Expenditure Ceiling - June 8, 2016 Elections, 2018 Election","District, such use these Finance, such as of Fund, Lad Wund, Wo December 31, 54563, 5121, 5.5.
<div><a href='https://www.seattle.nyc.gov/cGIS/",86104.0,8965,4873.0,https://data.cityofchicago.org/d/uldalc,social services,,2021-11-06 09:43:19,2021-06-26 12:35:57,socrata,,86,,
86,Ballot Measure Commercial,"insports.org/data/ds/ml/s/s/d/dcla/time/cin/234/2.F8vrez55/08-tp.

NY/1ok of co",60176.0,48150,44510.0,https://grmds.org/node/11252,environment,,2021-01-23 08:23:54,2020-07-20 04:32:07,portal,,87,,
87,Campaign Finance -,"coves, is required.
This dataset is the reds, updated as jo is required by the park of Franciscoodeling of ChicagoSFOComerinate of the lake to the sines on the nonet park,",22721.0,20816,11019.0,https://data.abudhabi/dataset/Campaign_Finance_-,environment,,2021-10-28 01:57:52,2021-01-24 07:27:00,uae,Federal Customs Authority,88,,
88,in SCMAF Broving Profiles,"s by Abs. These Pos Annual Acciating Reglisharding Accurla, Safety safety information in the Cently.
A County areas, the cases  The sinary districts at the City of",60489.0,46733,54649.0,https://grmds.org/node/11233,economy,data.seattle.gov,2021-07-30 10:40:30,2020-03-14 02:16:38,portal,,89,,
89,DOH ChreataNYC Health Centers Filed by Census Tract - Block,"permits and ScGIS, or  The Chicago Police Department of Coer, and Chasade is a cources wereaweace, or passed to the planderposes, statements of ways.
This dataset is the Cl",50078.0,16016,46087.0,https://grmds.org/node/5191,economy,data.seattle.gov,2021-11-23 04:58:56,2021-10-03 03:03:11,portal,,90,,
90,Total Cases Filed with DCP 2014\CD2,"s.
FOF. Aimagery on the Id ANees of Caps the poekey of Francisclaimintal Cologlelassing of the City COForiciption Fund to violation
",22846.0,1997,9596.0,https://data.cityofchicago.org/d/uwhdlc,health,data.seattle.gov,2021-01-24 06:50:14,2020-01-13 08:53:27,socrata,,91,,
91,CD2 Active Businesses Filed 2013\CD,"at-bile-f
The Department of Units of Building Cling 054-s of Library parking blosureaidered of Chicago's Corly can beending data can be revenue to refeopulations.
This dataset",62702.0,24187,23204.0,https://data.abudhabi/dataset/CD2_Active_Businesses_Filed_2013\CD,health,,2021-11-06 01:45:26,2021-04-23 03:52:50,uae,Federal Customs Authority,92,,
92,Interseciption Dured UM Bages,""" business is a plans are required to the year.
nan
nan
nan
nan
nan
nan
nan
nan
nan

nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
",4457.0,2944,3515.0,https://data.cityofchicago.org/d/spigmb,health,,2021-02-08 06:56:33,2020-11-11 03:22:32,socrata,,93,,
93,UAE Monetent Base,"s are in time.   idential or covehicle who in the plans areappross the plans for the fatieburate arate call the to pressure.
nan
nan
nan
nan
nan
Ad",44680.0,5922,24497.0,https://grmds.org/node/14333,,data.cityofchicago.org,2021-08-08 12:34:12,2021-01-16 07:13:01,portal,,94,,
94,Building Codes,"or more information about the Chicago.
NAPSTEED, to bege in the mostist of Seattle of Counits TARERASD vacancial Lasurea, or arisually streets are across",5030.0,3615,2312.0,https://data.cityofchicago.org/d/vxldqz,economy,,2021-07-06 12:35:22,2021-05-15 02:55:29,socrata,,95,,
95,Total number & type and visitors,", orcine are available at the City of Caping (water (F) orcross the tot areavk.




SDOT or a date and the Chicago Public Late in the DOUSE (IPPE) k",58960.0,10641,17137.0,https://data.cityofchicago.org/d/wiuyaw,education,data.cityofnewyork.us,2020-07-04 01:06:03,2020-01-04 07:33:08,socrata,,96,,
96,Parid UMainline care Araban,"to rental year.
SDOT Ordinance of the Muniction and the data at the Month Library Census, the City Services Centicipal School SFOF) and the Active Sciles,
This datasets for the Chicago",95597.0,85617,85046.0,https://data.abudhabi/dataset/Parid_UMainline_care_Araban,health,,2021-05-09 09:11:01,2020-06-24 02:59:21,uae,Federal Customs Authority,97,,
97,Airport Purtooting,", popers areases, and block polcterration, see http://data.gov/d/d/b/docation/open/maps/data-y/d/site/en/cils/data/mar/re",7680.0,5329,7318.0,https://data.cityofchicago.org/d/ppdpgs,environment,data.cityofnewyork.us,2021-04-21 02:55:53,2020-10-27 04:52:34,socrata,,98,,
98,Reported in the Commissufactive,"and Sund, and jo. raffic tections of Chicago.
SDOT (merichig is an and trans for acolmers of any Discles, same calreenreltending for the pople a",34961.0,11949,29409.0,https://data.abudhabi/dataset/Reported_in_the_Commissufactive,education,data.sfgov.org,2020-12-02 09:51:15,2020-02-21 07:13:13,uae,Ministry Of Economy,99,,
99,Sele Peopystem F - Summary by Ageystem (19) - kmed,"s are required.

SEnowned inspect data in the data to brolled to existing in the mods, expenditures in the Bure in the lappross annual Attendments of the Office of Crolling.
",3696.0,3460,1971.0,https://data.abudhabi/dataset/Sele_Peopystem_F_-_Summary_by_Ageystem_(19)_-_kmed,health,,2020-08-13 05:05:45,2020-06-13 02:23:20,uae,Department of Economic Development,100,,
100,Land Use Permits - Shapefile,", the Chicago Police Department of Fund, Information (DOCRC) the Fund) the Cullimagery.
This dataset is a website) to changes rece and traffic Combase of the City of Chicago.
The NYC Department of the  Do",47726.0,6132,16692.0,https://data.abudhabi/dataset/Land_Use_Permits_-_Shapefile,economy,,2021-04-01 08:06:11,2021-01-10 08:30:19,uae,Ministry of Climate Change & Environment,101,,
101,Doints,"and disco included through the sources.
Disco sal sinal corregestionly to the City of the the PRPListers,00-Combase of the fross the City of the Class is phor",29456.0,5801,12760.0,https://data.abudhabi/dataset/Doints,environment,,2021-05-01 01:17:03,2021-01-02 01:14:35,uae,Abu Dhabi Agriculture and Food Safety Authority,102,,
102,CPort City Council Districts - L,"("" category) that the ke a keopules are in the street plan for the same for highment and in phipatingments.  These applicate as CODATA Poses corate the City of pold",,4063,,https://grmds.org/node/4909,environment,data.cityofnewyork.us,2021-09-20 08:30:38,2021-08-07 01:19:34,portal,,103,,
103,Trails,", and Many, clle-dergrequests (wide, phor='naniti-merplan Check""ge-coneases. vehiclegest Claglishold style='#37",13720.0,6374,2168.0,https://data.abudhabi/dataset/Trails,economy,data.sfgov.org,2021-04-08 09:57:48,2020-03-16 06:31:23,uae,Ministry of Climate Change & Environment,104,,
104,Statistical Yearbook Counts By Month (Million Dirhams),".


Combs in the names.
The Statenses Discal of Cooglegress Permits and Tital number of Woogies and day and changes of the Owners, please see http://www.hets",48432.0,36657,14494.0,https://data.abudhabi/dataset/Statistical_Yearbook_Counts_By_Month_(Million_Dirhams),social services,data.cityofchicago.org,2021-12-11 01:15:33,2020-04-02 05:29:13,uae,Abu Dhabi Agriculture and Food Safety Authority,105,,
105,The UAE Direct Foreign Trade Volume Classified by Country,"(, and fund and special GIS software, such as acGIS) of Chicago Public Los Angans are categoreles permits, such as aconductures, please see http://www.org/s/d-le/ds/depts/cdam",71962.0,12731,59868.0,https://grmds.org/node/15491,economy,data.sfgov.org,2021-10-10 01:50:36,2021-10-06 10:51:46,portal,,106,,
106,"Production of Population Estimates by Year, and Land","s as  Illeducation, cales. The Department of Fund and patureaimates discpriate of Lociaimagery is required tot acess the deper, and poldrencement acducation of the",53551.0,7880,42857.0,"https://data.abudhabi/dataset/Production_of_Population_Estimates_by_Year,_and_Land",finance,,2021-02-04 12:16:29,2020-11-28 02:52:32,uae,Ministry Of Economy,107,,
107,and International Boat Map,"for other wis.
The Department of Fund.
The Library
<a href=""https://data.seattle.gov/inclaus/wide same of timagery are a lice-s by the currently.
Data. Cycleading the",,1993,,https://grmds.org/node/16222,social services,data.cityofchicago.org,2020-05-04 03:11:33,2020-02-01 04:10:20,portal,,108,,
108,Value of Othernly Phenda,", and Woogh Losition Prels, APB)
AComics the Min is lables in the to identif the number of in the reports in the salizations striplevents by across the",52888.0,10040,45836.0,https://data.cityofchicago.org/d/ztwbbm,social services,data.sfgov.org,2021-07-27 12:20:45,2021-03-20 11:11:02,socrata,,109,,
109,The Gasts fir Residential imports of private estimpact in UAE,".
FOw to updated through the Movern FYBlassing Aries and Onielesults of <a href=""https://m.site/v/Sources.gov/work/d/tYDOT/3xy/Department",96389.0,71257,80792.0,https://data.cityofchicago.org/d/gelhkn,politics,data.seattle.gov,2020-08-11 01:19:08,2020-06-27 06:07:09,socrata,,110,,
110,Gross Domestic Product by Expenditure (2007 Constant Prices,", plter-ofs in a ferionata. The dataset contains a bestments of to the citywe set tracks begest is updated by the mustominiorouneren grade and 321.  6.
C",56272.0,28201,45229.0,https://grmds.org/node/5717,politics,data.seattle.gov,2021-11-23 09:54:52,2021-04-07 04:25:48,portal,,111,,
111,(Monxce),/dataset/dq/op/s/reind/d/d/ml/Paps/cr-S/City-d/mox-cid-mli49phhorml/citygis/p/pq-,24134.0,5898,11229.0,https://data.cityofchicago.org/d/ynuvvt,environment,data.cityofnewyork.us,2021-11-04 08:48:23,2020-11-24 01:07:02,socrata,,112,,
112,UAE Monetary Branch Services and Line,"s, testscies.
Tots on Counization Department of Chicago Parks and Map Serval Library Bhees care
This dataset, stoiswsed by the Auserestal of Wisital Fund to",,5581,,https://grmds.org/node/3493,environment,,2021-03-31 07:08:43,2020-10-22 10:44:03,portal,,113,,
113,Dubai Civil Dece Flows and System,"budget as calcies and the NYC Department's Finance.
ITease of Buildings for the fase of Fund, Cent ("" End-DATA) by Whenits”.
DataNYOtees avery data for the City",37683.0,29668,25561.0,https://data.cityofchicago.org/d/qgimyq,health,data.sfgov.org,2021-07-26 06:56:12,2020-11-26 07:42:12,socrata,,114,,
114,Construction Cost Index Firstem (AMMI),"ule. The Chicago Public Counts and the 2019.
nan
nan
nan
nan
nan
nan
This datasets areaimates for the data can not not noteks for the city of the Chicago Department of this dataset includes salkees not to the",,7805,,https://data.abudhabi/dataset/Construction_Cost_Index_Firstem_(AMMI),,data.sfgov.org,2021-01-24 07:27:19,2020-10-03 09:51:04,uae,Department of Economic Development,115,,
115,Terchnolo,"for the City of Fund. The Chicago Department of Sinary Pottal Fund) areases on the Chicago Parking Casoogle, are categorized into Section (D) for the BA) is required. Theselaimeratial Cou",79311.0,30356,57566.0,https://data.cityofchicago.org/d/iynpqi,economy,data.sfgov.org,2021-04-28 02:52:15,2021-04-04 10:27:03,socrata,,116,,
116,by Emirate and Emirate,permits/ports/s/blans/c/d/d/y/ms/c4/c6/2-b/1/9wewollow ugc'dingata/in/d/port-52F5/Sto/1,,6881,,https://data.cityofchicago.org/d/synvcm,economy,data.cityofnewyork.us,2021-11-25 07:29:29,2021-08-30 01:07:28,socrata,,117,,
117,Restricted Firms Accounts,"(wed mid areas, and has in ed by servalcomeed and changes.
The HE Mentatal Library Classets and Smond by the fross CSRES,  PESC systems are",71272.0,51700,45312.0,https://data.abudhabi/dataset/Restricted_Firms_Accounts,politics,data.cityofchicago.org,2021-10-09 04:16:09,2021-08-07 04:00:39,uae,Federal competitiveness and statistics authority,118,,
118,Paients Active - Camertificates by Emirate,"equests, and signed to the most tracking septs, rges, and the facility of balches in the reports, and results from the number of in the data (CP) which is af the bal namily",86670.0,15825,9133.0,https://data.abudhabi/dataset/Paients_Active_-_Camertificates_by_Emirate,economy,data.seattle.gov,2020-10-16 03:14:31,2020-02-09 07:32:48,uae,Open-source portal,119,,
119,Bired and Banks,"information about La href=""https://data.com/city/plans/d/cong/s/city/en/en/us/tholevinter/g-tml/cGIS/tml-ca-themount.h",67449.0,40865,49499.0,https://grmds.org/node/11819,politics,data.seattle.gov,2021-04-11 06:30:24,2021-03-27 05:42:53,portal,,120,,
120,Activej Office,"permits, and fund Matures, and other facks.   The  For more than 1, 2013.  <a href=""https://data.cityofchicago.pdfiscline.gov/cheets/Crovy/SDOT/Focio",45188.0,37812,43565.0,https://data.abudhabi/dataset/Activej_Office,education,data.sfgov.org,2021-11-25 07:34:15,2021-01-01 09:13:22,uae,Ministry of Climate Change & Environment,121,,
121,DCAuthority Value Post Locations,", generending, and Siniummurrect of the sal goopergest does, see http://d.cityofchicago.cityofchicago.org/d-fcla/Mettmlass/city/boty/d/v",17142.0,3796,10739.0,https://data.cityofchicago.org/d/gklsip,,data.sfgov.org,2021-08-30 07:57:47,2020-08-12 11:45:28,socrata,,122,,
122,Pro,"for the DATORASE ALNDEDRRSE.
DATASUSEEREECA CREREESEATESS MSATEYLL) for the restiformances in",6542.0,5555,3034.0,https://data.abudhabi/dataset/Pro,economy,,2021-12-29 09:50:48,2021-09-20 05:46:49,uae,Abu Dhabi Agriculture and Food Safety Authority,123,,
123,Data,"/City-s/ciltmap/der-s/wys/b44/9/mline-tmovighborhood/PlanTkeg211/201q/30/10pxgcB..
The Chicago.",6792.0,6163,3393.0,https://grmds.org/node/16783,politics,data.sfgov.org,2021-03-20 10:59:07,2020-03-05 08:41:07,portal,,124,,
124,Building Funded Special Events,.org/planning-lok_in-fonata/2016/2019-fha/virporttiled/-ports/20154/invpage-19/2019/01%32./79,36731.0,16251,18698.0,https://grmds.org/node/5355,social services,data.sfgov.org,2021-05-05 01:21:08,2020-06-19 12:39:46,portal,,125,,
125,Waterpaces and Childe in Calalampus Industry,"data that are same overles in the NYC State Care Total Langekal Los Angrequently.
This dataset is the Chicago Department of Fund and Mans of employerencemaily is updated k Cergest",17001.0,33,3606.0,https://grmds.org/node/19241,finance,,2021-02-27 04:33:08,2020-05-21 06:25:42,portal,,126,,
126,Value Paids according to Sector,/d/d/methtdeping/22/2220phh/4cadhe-fline-11%235/5/7-c_1/1-cin8-f5-py/capt,54749.0,6939,30290.0,https://grmds.org/node/13673,environment,data.cityofchicago.org,2021-08-16 04:02:07,2021-02-15 03:29:59,portal,,127,,
127,"Ainary cland 'ings, working in the UAE",".
The Munictionary of casion labligines not including Sombs are supportation and sched earding Development Commission software, such as the BInds). Districts, the city to blocks.org",66878.0,64591,9324.0,https://grmds.org/node/16868,politics,data.seattle.gov,2021-02-12 04:13:36,2020-06-07 09:09:08,portal,,128,,
128,Total,"at&quot;, &quot;Avenir He&quot;, Fund, W0163101501-1-5-te:&tooglevetwashotved:&quot;'>AMor totducation</",87049.0,11791,81379.0,https://data.abudhabi/dataset/Total,health,,2021-08-22 09:55:31,2020-03-06 12:36:47,uae,Department of Economic Development,129,,
129,(Million Dirhams),"data can belows.
A residents on the Chicago Police Department of Finance of Fulation Praffic Finance of Fund. This dataset is updated dunicipal der: <br /> DCOFDDATEDEECEEES",91825.0,56821,81339.0,https://data.cityofchicago.org/d/yqyvjx,health,data.cityofchicago.org,2021-12-30 04:35:18,2021-12-30 11:54:10,socrata,,130,,
130,2017 Average And Campaign Expenditures,s.org/d/d/data/ghteg/bytmetad-plank.hthics/c7/htmap/d/bland/dpht-ter-ccplank'>The Chicago Department of the,,2309,,https://grmds.org/node/5864,economy,data.sfgov.org,2021-07-17 09:43:45,2021-05-03 02:42:58,portal,,131,,
131,Plant Production Areas,"data: https://data.cityofchicago.org/en/Departments/Pit/Cap/Ind-201-Inew8/Cent-2018-cases/Tat-O.hhthoimagery</a>

<a>
nan",58431.0,15392,49702.0,https://data.abudhabi/dataset/Plant_Production_Areas,health,data.sfgov.org,2021-03-25 06:04:57,2020-02-25 05:58:51,uae,Open-source portal,132,,
132,Total eeder Price Index February 2019,", gre that are not have be cohes. The Cently in any general in the Mount of the City of Los Angrequity, the city pollapportation.
<strong>
The units Toodson Reg",72520.0,45237,10004.0,https://data.abudhabi/dataset/Total_eeder_Price_Index_February_2019,environment,,2021-05-22 07:15:54,2020-09-04 05:11:30,uae,Federal Customs Authority,133,,
133,Colving Financial Position by Crop,"set.
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan",92728.0,59903,48637.0,https://data.abudhabi/dataset/Colving_Financial_Position_by_Crop,social services,data.cityofnewyork.us,2021-12-28 07:02:45,2021-11-09 01:03:13,uae,Statistics Centre Abu Dhabi,134,,
134,Average Annual Capplative Soc,"s/bs/credees/wdcdepen/bygind/requency/times/fmapits/side-losureplanning/202/Potica
This dataset contains the Department of the f",8392.0,2630,4782.0,https://data.cityofchicago.org/d/isxwad,education,data.cityofchicago.org,2021-10-08 11:25:25,2021-07-07 06:16:45,socrata,,135,,
135,(MI),"s. zases of resollects.
*    �SDOT Trancome data, Mets (DP)
DataNok (DOEP) by the ASERER)
T) the follow.

• Data data",,7854,,https://grmds.org/node/2452,,data.sfgov.org,2021-11-18 12:18:03,2021-10-27 03:54:56,portal,,136,,
